path,hash,class
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (115).jpg,12728526712462205798,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (116).jpg,12728526712462143847,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (117).jpg,12728518124159010873,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (118).jpg,13016757088074621297,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (119).jpg,11573556662728825657,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (12).jpg,16466526631637775948,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (120).jpg,16770445977715483953,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (121).jpg,16262672850915440179,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (122).jpg,16476018573355621740,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (123).jpg,16476018573355620844,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (124).jpg,16476018573355769124,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (125).jpg,16476027369515751780,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (126).jpg,16623519378118920396,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (127).jpg,16623519378118920648,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (128).jpg,16623800853094780044,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (129).jpg,16616532673210774066,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (13).jpg,16538865528014858092,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (130).jpg,12938504353724616243,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (131).jpg,12938504422504359463,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (132).jpg,12936252486057551718,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (133).jpg,12864194896330844006,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (134).jpg,16542458573105710745,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (135).jpg,16542458573105712777,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (136).jpg,16542458573105450697,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (137).jpg,16542451976069304009,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (138).jpg,16542456369820781517,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (139).jpg,16542456335461698508,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (14).jpg,16550045379410478949,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (140).jpg,16689087206134987149,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (141).jpg,16686848634812248985,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (142).jpg,16695856247254168115,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (143).jpg,16614791042980524851,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (144).jpg,16695856798720483891,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (145).jpg,12948932827248641539,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (146).jpg,16540765076992191625,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (147).jpg,16540765076992191625,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (148).jpg,11929641995609795740,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (149).jpg,16469551894973882008,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (15).jpg,16465603290014336923,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (150).jpg,16468427113399982179,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (151).jpg,16468427113939474521,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (152).jpg,16468427094578601625,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (153).jpg,16544705924208958105,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (154).jpg,16542458539818796697,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (155).jpg,16542458538746103449,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (156).jpg,13083168458058447229,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (157).jpg,13085429601556969769,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (158).jpg,13085420805463423293,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (159).jpg,13022949703755959590,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (16).jpg,16258441637078287591,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (160).jpg,16472142994580728870,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (161).jpg,13022326289481714124,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (162).jpg,13022330617718362568,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (163).jpg,12734169374181674436,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (164).jpg,12725443881899247110,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (165).jpg,12804177473475041671,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (166).jpg,12804247846481664387,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (167).jpg,12728249602836863395,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (168).jpg,17048028296239198936,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (169).jpg,17058653774196860062,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (17).jpg,16182441091268461714,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (170).jpg,17131273016825962718,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (171).jpg,17625612715066629060,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (172).jpg,17055909595587113672,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (173).jpg,17203068029032828054,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (174).jpg,18211373153431982872,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (175).jpg,17634915564908843832,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (176).jpg,17634067300294759201,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (177).jpg,17634366366484431395,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (178).jpg,17346137089913555974,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (179).jpg,17562309597133458433,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (18).jpg,11647046198928434790,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (180).jpg,17417894922054192153,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (181).jpg,17572985326750453040,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (182).jpg,17496423033793904950,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (183).jpg,16178768316011896827,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (184).jpg,13035612603036539841,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (185).jpg,16493816365020558982,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (186).jpg,16198848284698289740,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (187).jpg,16207267260900008524,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (188).jpg,16782883592543037388,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (189).jpg,16761420499576530334,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (19).jpg,11651549789823854259,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (190).jpg,16770445977977692400,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (191).jpg,13300474854227220940,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (192).jpg,16254562413032184167,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (193).jpg,17335427868121273185,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (194).jpg,16623858839499391084,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (195).jpg,16626391023300977505,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (196).jpg,16626391023300981089,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (197).jpg,11739986591573621089,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (198).jpg,12748792908104612193,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (199).jpg,12746541125470796129,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (2).jpg,16262938945656026290,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (20).jpg,11570486096344671923,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (200).jpg,12746822600413948217,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (201).jpg,17358508567100475705,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (202).jpg,12746822583024445753,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (203).jpg,12746821484537277233,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (204).jpg,11656893197962655287,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (205).jpg,11656334646055220791,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (206).jpg,16268016266436097591,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (207).jpg,12801433092469889379,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (208).jpg,17107418798283938956,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (209).jpg,16820327356141455433,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (21).jpg,11926266068659299382,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (210).jpg,16278197865499103539,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (211).jpg,16816941965647842446,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (212).jpg,16494321590714604434,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (213).jpg,16493833407551476626,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (214).jpg,17107418646030882225,tomato leaf mold
multiple leaf dataset/tomato leaf/tomato leaf mold/tomato leaf mold (215).jpg,17907320904826787798,tomato leaf mold
